,DBA,PHONE,Unnamed: 0,google_categories,google_price_level,google_rating,loc,yelp_categories,yelp_rating,yelp_review_count
441,ACAPPELLA RESTAURANT,2122400163,441.0,,3.0,4.1,"1 HUDSON STREET, MANHATTAN, NY, 10013 US",,,
442,ACAPULCO BAR RESTAURANT,7186060062,442.0,,,4.5,"4320 31ST AVE, QUEENS, NY, 11103 US",,,
443,ACAPULCO DELI & RESTAURANT,7183498429,443.0,,2.0,4.4,"1116 MANHATTAN AVENUE, BROOKLYN, NY, 11222 US",,,
444,ACCRA RESTAURANT,7182937302,444.0,,,,"270 EAST  165 STREET, BRONX, NY, 10456 US",,,
445,ACE BAGEL & ROLL,7189397618,445.0,,,3.7,"5906 MAIN ST, QUEENS, NY, 11355 US",,,
446,ACE BAR,2129798476,446.0,,2.0,3.9,"531 EAST    5 STREET, MANHATTAN, NY, 10009 US",,,
447,ACE HOT BAGEL & DELI,7182240014,447.0,,,5.0,"25305 NORTHERN BOULEVARD, QUEENS, NY, 11362 US",,,
448,ACE LUCK,2125947083,448.0,,,,"530 9TH AVE, MANHATTAN, NY, 10018 US",,,
449,ACE OF HEARTS DINER,9175005912,449.0,,,,"2724 21ST ST, QUEENS, NY, 11102 US",,,
450,ACE PIZZA,7184180038,450.0,,1.0,4.5,"6104 MYRTLE AVENUE, QUEENS, NY, 11385 US",,,
451,ACES,7187863100,451.0,,,3.0,"3210 37TH AVE, QUEENS, NY, 11101 US",,,
452,ACES NEW YORK,7187863100,452.0,,,3.0,"3210 37TH AVE, QUEENS, NY, 11101 US",,,
453,ACEY DUCEY'S,7185755055,453.0,,,4.7,"10117 METROPOLITAN AVE, QUEENS, NY, 11375 US",,,
454,ACHILLES HEEL,7184863077,454.0,,3.0,4.6,"180 WEST STREET, BROOKLYN, NY, 11222 US",,,
455,ACME BAR & GRILL,2122032121,455.0,,3.0,3.9,"9 GREAT JONES STREET, MANHATTAN, NY, 10012 US",,,
456,ACOSTA RESTAURANT,2122802130,456.0,,1.0,3.9,"934 AMSTERDAM AVENUE, MANHATTAN, NY, 10025 US",,,
457,ACP COFFEE,6468666966,457.0,,,4.4,"2286 7TH AVE, MANHATTAN, NY, 10030 US",,,
458,ACQUA,2122222752,458.0,,2.0,3.8,"718 AMSTERDAM AVENUE, MANHATTAN, NY, 10025 US",,,
459,ACQUA RESTAURANT,2123494433,459.0,,2.0,4.3,"2123 PECK SLIP, MANHATTAN, NY, 10038 US",,,
460,ACQUA SANTA,7183849695,460.0,,2.0,3.7,"556 DRIGGS AVENUE, BROOKLYN, NY, 11211 US",,,
461,ACQUISTA TRATTORIA,7189691411,461.0,,2.0,4.4,"17801 UNION TURNPIKE, QUEENS, NY, 11366 US",,,
462,ACQUOLINA,2124269400,462.0,,,5.0,"2291 2ND AVE, MANHATTAN, NY, 10035 US",,,
463,ACRI CAFE,7188296000,463.0,,,,"1315 COMMERCE AVE, BRONX, NY, 10461 US",,,
464,ACTION BURGER,7185994376,464.0,,1.0,4.0,"292 GRAHAM AVENUE, BROOKLYN, NY, 11211 US",,,
465,ACTIVE HEALTH (HERBALIFE),3478251011,465.0,,,,"137 CHARLES AVE, STATEN ISLAND, NY, 10302 US",,,
466,ACTS III BAGELS,2122812287,466.0,,,4.1,"236 W 135TH ST, MANHATTAN, NY, 10030 US",,,
467,ACUARIO CAFE,6465335464,467.0,,,4.6,"306 WEST   37 STREET, MANHATTAN, NY, 10018 US",,,
468,ADALYA,6468961441,468.0,,2.0,4.6,"55 IRVING PL, MANHATTAN, NY, 10003 US",,,
469,ADANA GRILL,2129050000,469.0,,,4.9,"723 3RD AVENUE, MANHATTAN, NY, 10017 US",,,
470,ADAR LOUNGE,6465595372,470.0,,,4.7,"1637 PARK AVE, MANHATTAN, NY, 10029 US",,,
471,ADAYA AFRICAN AMERICAN RESTAURANT,7187317992,471.0,,,4.5,"1715 WEBSTER AVENUE, BRONX, NY, 10457 US",,,
472,ADDEO'S RIVERDALE PIZZERIA,7185494750,472.0,,,4.2,"5654 RIVERDALE AVENUE, BRONX, NY, 10471 US",,,
473,ADDICTIVE WINE & TAPAS,3473965507,473.0,,,4.8,"3263 87TH ST, QUEENS, NY, 11369 US",,,
474,ADELINA'S,3477630152,474.0,,1.0,4.6,"159 GREENPOINT AVENUE, BROOKLYN, NY, 11222 US",,,
475,ADELLA,2122730737,475.0,,,4.4,"410 W 43RD ST, MANHATTAN, NY, 10036 US",,,
476,ADIRONDACK,7188710100,476.0,,,4.3,"1241 PROSPECT AVE, BROOKLYN, NY, 11218 US",,,
477,ADMIRALS CLUB (CONC C),6314135972,477.0,,,,"0 JFK INTL AIRPORT, QUEENS, NY, 11430 US",,,
478,ADOBE BLUES,7187202583,478.0,,2.0,4.3,"63 LAFAYETTE AVENUE, STATEN ISLAND, NY, 10301 US",,,
479,ADOM BUFFET AND RESTAURANT,8609388081,479.0,,,4.3,"1 W 182ND ST, BRONX, NY, 10453 US",,,
480,ADORO LEI,6466665096,480.0,,,4.5,"287 HUDSON ST, MANHATTAN, NY, 10013 US",,,
481,ADP INNOVATIONS LAB,6102232563,481.0,,,4.0,"135 W 18TH ST, MANHATTAN, NY, 10011 US",,,
482,ADRIA HOTEL,7186315900,482.0,,,3.8,"22117 NORTHERN BOULEVARD, QUEENS, NY, 11361 US",,,
483,ADRIAN & ROCKY'S CATERING,7188455525,483.0,,2.0,5.0,"13208 CROSSBAY BOULEVARD, QUEENS, NY, 11417 US",,,
484,ADRIENNE'S PIZZA BAR,2122483838,484.0,,2.0,4.1,"54 STONE STREET, MANHATTAN, NY, 10004 US",,,
485,ADVENTURE CAFE,6468472367,485.0,,,4.6,"85 DELANCEY ST, MANHATTAN, NY, 10002 US",,,
486,ADVENTURES AMUSEMENT PARK,7189752748,486.0,,,3.8,"1824 SHORE PARKWAY, BROOKLYN, NY, 11214 US",,,
487,ADVENTURES AMUSEMENTS PARK,7189752748,487.0,,,3.8,"1824 SHORE PARKWAY, BROOKLYN, NY, 11214 US",,,
488,ADYAR ANANDA BHAVAN,2127506666,488.0,,,4.2,"1071 1ST AVE, MANHATTAN, NY, 10022 US",,,
489,AEGEA WEST,7184234429,489.0,,,4.9,"24205 NORTHERN BLVD, QUEENS, NY, 11362 US",,,
490,AENOS PIZZA,7186177397,490.0,,,1.0,"1693 BOSTON ROAD, BRONX, NY, 10460 US",,,
491,AER LINGUS LOUNGE,5166224233,491.0,,,5.0,"611C/621C TERMINAL 5- JFK AIRPORT, QUEENS, NY, 11430 US",,,
492,AERONUOVA,7186566210,492.0,,,,"0 JFK INTERNATIONAL AIRPORT, QUEENS, NY, 11430 US",,,
493,AFFABLE EATERY,7186802289,493.0,,,3.0,"912 65TH ST, BROOKLYN, NY, 11219 US",,,
494,AFFY'S PREMIUM GRILL,7185766446,494.0,,,4.2,"1909 CONEY ISLAND AVE, BROOKLYN, NY, 11230 US",,,
495,AFGAN KEBAB AND GRILL,7185078800,495.0,,,3.8,"74-16 37TH AVE, QUEENS, NY, 11372 US",,,
496,AFGHAN KEBAB HOUSE,2125172776,496.0,,2.0,3.8,"1345 2ND AVE, MANHATTAN, NY, 10021 US",,,
497,AFGHAN KEBAB HOUSE #1,2123071612,497.0,,2.0,3.4,"764 9 AVENUE, MANHATTAN, NY, 10019 US",,,
498,AFGHAN KEBOB HOUSE,7183431160,498.0,,2.0,4.4,"25911 HILLSIDE AVENUE, QUEENS, NY, 11004 US",,,
499,AFRICA KINE,2126669400,499.0,"[[u'restaurant', u'food', u'point_of_interest', u'establishment']]",,4.4,"2267 ADAM CLAYTON POWELL JR BLVD, MANHATTAN, NY, 10030 US",,,
500,AFRICAN AMERICAN BEST FOOD,2126908052,500.0,,,3.6,"410 LENOX AVENUE, MANHATTAN, NY, 10037 US",,,
501,AFRICAN HOME RESTAURANT,3475677708,501.0,,,,"57 E TREMONT AVE, BRONX, NY, 10453 US",,,
502,AFRICAN LAST STOP,7183251200,502.0,,,,"1300 E 222ND ST, BRONX, NY, 10469 US",,,
503,AFRICAN MARKET (BABOON CAFE),7187418295,503.0,,,,"2300 SOUTHERN BOULEVARD, BRONX, NY, 10460 US",,,
504,AFRICANA RESTAURANT,7186588501,504.0,,,4.4,"14612 LIBERTY AVENUE, QUEENS, NY, 11435 US",,,
505,AFTER 8,7187775757,505.0,,,3.7,"2587 STEINWAY STREET, QUEENS, NY, 11103 US",,,
506,AFTERNOONES RESTAURANT & BAR,7188166744,506.0,,,3.8,"415 FOREST AVE, STATEN ISLAND, NY, 10301 US",,,
507,AGAINST THE GRAIN,2123587065,507.0,,2.0,4.4,"620 EAST    6 STREET, MANHATTAN, NY, 10009 US",,,
508,AGAVE,2129892100,508.0,,2.0,4.0,"140 7 AVENUE SOUTH, MANHATTAN, NY, 10014 US",,,
509,AGAVE DELI GROCERY,7182661006,509.0,,,,"252 KINGS HIGHWAY, BROOKLYN, NY, 11223 US",,,
510,AGAVE MEXICAN & AMERICAN GRILL,2129262200,510.0,,2.0,4.0,"398 W 145TH ST, MANHATTAN, NY, 10031 US",,,
511,AGAVI ORGANIC JUICE BAR,2123908042,511.0,,,4.4,"72 E 7TH ST, MANHATTAN, NY, 10003 US",,,
512,AGED,7185442433,512.0,,3.0,3.7,"10702 70TH RD, QUEENS, NY, 11375 US",,,
513,AGEHA JAPANESE FUSION,2125818188,513.0,,1.0,4.1,"767 9 AVENUE, MANHATTAN, NY, 10019 US",,,
514,AGERN,6465684018,514.0,,4.0,4.5,"89 E 42ND ST, MANHATTAN, NY, 10017 US",,,
515,AGNANTI RESTAURANT,7185454554,515.0,,2.0,4.4,"1906 DITMARS BOULEVARD, QUEENS, NY, 11105 US",,,
516,AGORA TAVERNA,7187937300,516.0,,2.0,4.0,"7009 AUSTIN STREET, QUEENS, NY, 11375 US",,,
517,AGORA TURKISH RESTAURANT,2127171220,517.0,,2.0,4.3,"1565 SECOND AVENUE, MANHATTAN, NY, 10028 US",,,
518,AGOZAR,2126776773,518.0,,2.0,3.8,"324 BOWERY, MANHATTAN, NY, 10012 US",,,
519,AGRA GRILL,3473465228,519.0,,,3.7,"3835 WHITE PLAINS RD, BRONX, NY, 10467 US",,,
520,AGRA HEIGHTS,7184435700,520.0,,2.0,4.8,"226 WILSON AVENUE, BROOKLYN, NY, 11237 US",,,
521,AGRA KING RESTAURANT,7189756803,521.0,,,3.9,"1961 FLATBUSH AVE, BROOKLYN, NY, 11234 US",,,
522,AGRA RESTAURANT,2123088281,522.0,,2.0,3.8,"807 LEXINGTON AVENUE, MANHATTAN, NY, 10065 US",,,
523,AGRA TAJ MAHAL,7183892200,523.0,,2.0,4.1,"1005 MANHATTAN AVENUE, BROOKLYN, NY, 11222 US",,,
524,AGUA ROJA BAR & LOUNGE,6467720271,524.0,,,4.2,"212 NAGLE AVENUE, MANHATTAN, NY, 10034 US",,,
525,AHANA JAPANESE FUSION CUISINE,2128885800,525.0,,,3.2,"1154 1ST AVENUE, MANHATTAN, NY, 10065 US",,,
526,AHIMSA,2125337290,526.0,,,4.4,"210 THOMPSON ST, MANHATTAN, NY, 10012 US",,,
527,AHMANI'S JUS JUICE & HEALTH KITCHEN,3474135554,527.0,,,4.4,"1403 NOSTRAND AVENUE, BROOKLYN, NY, 11226 US",,,
528,AHUACHAPAN,7184541575,528.0,,,5.0,"21421 JAMAICA AVENUE, QUEENS, NY, 11428 US",,,
529,AI FIORI,2126138660,529.0,,4.0,4.4,"400 5 AVENUE, MANHATTAN, NY, 10018 US",,,
530,AIG 31ST FLOOR CAFE,2127708303,530.0,,,,"175 WATER ST, MANHATTAN, NY, 10038 US",,,
531,AILEY BOUTIQUE,2124059100,531.0,,,4.5,"405 WEST   55 STREET, MANHATTAN, NY, 10019 US",,,
532,AINSWORTH MIDTOWN,2122011228,532.0,,,4.0,"45 E 33RD ST, MANHATTAN, NY, 10016 US",,,
533,AINSWORTH PARK,2126732467,533.0,,2.0,3.4,"111 EAST   18 STREET, MANHATTAN, NY, 10003 US",,,
534,"AIR BAR, NY DELI, TIM HORTONS",7187250002,534.0,,,,"9340 SUTPHIN BOULEVARD, QUEENS, NY, 11435 US",,,
535,AIR FRANCE LOUNGE,7187512453,535.0,,,,"0 INTAIRP ARVL BLDG, QUEENS, NY, 11430 US",,,
536,AIR INDIA LOUNGE,7187514040,536.0,,,4.8,"4 - JFK AIRPORT, QUEENS, NY, 11430 US",,,
537,AIRE ANCIENT BATHS,2122743777,537.0,,,4.7,"88 FRANKLIN ST, MANHATTAN, NY, 10013 US",,,
538,AIRPORT DELI,7186728584,538.0,,,4.1,"8420 ASTORIA BOULEVARD, QUEENS, NY, 11370 US",,,
539,AIRRANG USA,7183210185,539.0,,,,"4104 163RD ST, QUEENS, NY, 11358 US",,,
540,AIRSPACE LOUNGE,7182440602,540.0,,,,"000 JFK INTERNATIONAL AIRPORT, QUEENS, NY, 11430 US",,,
541,AIRWAYS PIZZA & GYRO RESTAURANT,7187795548,541.0,,1.0,4.0,"9013 ASTORIA BOULEVARD, QUEENS, NY, 11369 US",,,
542,AITA RESTAURANT/MAYFLOWER,7185763584,542.0,,2.0,4.6,"132 GREENE AVENUE, BROOKLYN, NY, 11238 US",,,
543,AJ PIZZERIA,7188715745,543.0,,1.0,4.5,"4412 FORT HAMILTON PKWY, BROOKLYN, NY, 11219 US",,,
544,AJ'S PIZZA,7185209018,544.0,,2.0,4.5,"7137 AUSTIN ST, QUEENS, NY, 11375 US",,,
545,AJANTA INDIA,2123166776,545.0,,2.0,2.8,"1237 AMSTERDAM AVENUE, MANHATTAN, NY, 10027 US",,,
546,AJI ASIAN FUSION CUISINE,7186222889,546.0,,,4.0,"201 5TH AVE, BROOKLYN, NY, 11217 US",,,
547,AJI SUSHI,2126862055,547.0,,2.0,4.0,"519 3 AVENUE, MANHATTAN, NY, 10016 US",,,
548,AJI SUSHI HOUSE,7187778885,548.0,,2.0,4.2,"3606 DITMARS BLVD, QUEENS, NY, 11105 US",,,
549,AJISAI,2123550888,549.0,,2.0,4.0,"795 LEXINGTON AVENUE, MANHATTAN, NY, 10065 US",,,
550,AJISAI JAPANESE RESTAURANT,2127572688,550.0,,2.0,4.4,"615 9 AVENUE, MANHATTAN, NY, 10036 US",,,
551,AJISEN RAMEN,2122679680,551.0,,1.0,4.3,"14 MOTT STREET, MANHATTAN, NY, 10013 US",,,
552,AKA MY HOUSE,7189340400,552.0,,,4.1,"1650 SHEEPSHEAD BAY RD, BROOKLYN, NY, 11235 US",,,
553,AKA SUSHI JAPANESE RESTAURANT,7186088981,553.0,,,4.2,"4342 AMBOY ROAD, STATEN ISLAND, NY, 10312 US",,,
554,AKDENIZ MEDITERRANEAN CUISINE,2125752307,554.0,,2.0,4.1,"19 W 46TH ST, MANHATTAN, NY, 10036 US",,,
555,AKI 39 JAPANESE CUISINE,2128678668,555.0,,,3.2,"216 EAST 39 STREET, MANHATTAN, NY, 10016 US",,,
556,AKI KING,2127253399,556.0,,,5.0,"219 E 23RD ST, MANHATTAN, NY, 10010 US",,,
557,AKI SUSHI,2128938266,557.0,,,2.6,"212 E 52ND STREET, MANHATTAN, NY, 10022 US",,,
558,AKI SUSHI AND GRILL,2129221168,558.0,,2.0,4.1,"720 2ND AVE, MANHATTAN, NY, 10016 US",,,
559,AKIMOTO SUSHI,2127663351,559.0,,2.0,3.8,"187 CHURCH STREET, MANHATTAN, NY, 10007 US",,,
560,AKIN GUMP,2124073132,560.0,,,5.0,"1 BRYANT PARK, MANHATTAN, NY, 10036 US",,,
561,AKINA SUSHI,2123881127,561.0,,2.0,4.0,"424A E 14TH ST, MANHATTAN, NY, 10009 US",,,
562,AKIRA SUSHI,2129898880,562.0,,2.0,3.2,"152 7TH AVE S, MANHATTAN, NY, 10014 US",,,
563,AKIYAMA JAPANESE RESTAURANT,7187470529,563.0,,,4.4,"13216 14 AVENUE, QUEENS, NY, 11356 US",,,
564,AKO JAPANESE RESTAURANT,7183022035,564.0,,2.0,4.2,"205 BEDFORD AVE, BROOKLYN, NY, 11211 US",,,
565,AKSARAY TURKISH CAFE AND RESTAURANT,7183759237,565.0,,2.0,4.3,"1618 EAST   16 STREET, BROOKLYN, NY, 11229 US",,,
566,AKURA SUSHI,2126790888,566.0,,2.0,3.7,"39 E 31ST ST, MANHATTAN, NY, 10016 US",,,
567,AKWAABA RESTAURANT,3479852588,567.0,,,4.9,"604 PARKSIDE AVENUE, BROOKLYN, NY, 11226 US",,,
568,AL BUSTAN RESTAURANT,2127595933,568.0,,3.0,3.8,"319 EAST   53 STREET, MANHATTAN, NY, 10022 US",,,
569,AL CHOLO BAKERY,7186559727,569.0,,,4.7,"3825 WHITE PLAINS ROAD, BRONX, NY, 10467 US",,,
570,AL CHOLO WEST INDIAN BAKERY & HEALTH FOOD STORE,3472057241,570.0,,,,"3825 WHITE PLAINS RD, BRONX, NY, 10467 US",,,
571,AL DENTE PIZZERIA,7188300473,571.0,,2.0,5.0,"10315 QUEENS BLVD, QUEENS, NY, 11375 US",,,
572,AL DI LA,7187834565,572.0,,,,"248 5 AVENUE, BROOKLYN, NY, 11215 US",,,
573,AL FORNO,2122495103,573.0,,2.0,4.1,"1484 2 AVENUE, MANHATTAN, NY, 10075 US",,,
574,AL GOLDEN LION DELI,7187251814,574.0,,,,"13520 JAMAICA AVE, QUEENS, NY, 11418 US",,,
575,AL HIRSCHFELD THEATRE,2125825472,575.0,,,4.5,"302 WEST   45 STREET, MANHATTAN, NY, 10036 US",,,
576,AL HORNO,6469645183,576.0,,2.0,3.9,"36 LEXINGTON AVE, MANHATTAN, NY, 10010 US",,,
577,AL HORNO LEAN MEXICAN,2125469316,577.0,,2.0,3.6,"1089 2ND AVE, MANHATTAN, NY, 10022 US",,,
578,AL HORNO LEAN MEXICAN KITCHEN,6466093762,578.0,,,5.0,"57 1ST AVE, MANHATTAN, NY, 10003 US",,,
579,AL HORNO LEAN MEXICAN KITCHEN INC,2129771000,579.0,,,3.4,"417 W 47TH ST, MANHATTAN, NY, 10036 US",,,
580,AL NAIMAT RESTAURANT & SWEETS,7184761100,580.0,,3.0,4.2,"3703 74TH ST, QUEENS, NY, 11372 US",,,
581,AL NOUR,3478480096,581.0,,,5.0,"3904 64TH ST, QUEENS, NY, 11377 US",,,
582,AL SEABU,7183690309,582.0,,1.0,4.1,"383 5TH AVE, BROOKLYN, NY, 11215 US",,,
583,AL VICOLETTO,2126206166,583.0,,,4.5,"9 E 17TH ST, MANHATTAN, NY, 10003 US",,,
584,AL'S DELI,2125945682,584.0,,,4.6,"458 7TH AVE, MANHATTAN, NY, 10123 US",,,
585,AL'S FAMOUS PIZZERIA,9174973349,585.0,,,4.3,"786 ALLERTON AVE, BRONX, NY, 10467 US",,,
586,AL-AQSA RESTAURANT,7189047061,586.0,,,4.1,"2109 STARLING AVE, BRONX, NY, 10462 US",,,
587,AL-ARAF HALAL FRIED CHICKEN AND FROZEN DELIGHTS,7187797375,587.0,,,3.8,"7603 37TH AVE, QUEENS, NY, 11372 US",,,
588,AL-MEHRAN RESTAURANT,7185235533,588.0,,,4.0,"8746 PARSONS BOULEVARD, QUEENS, NY, 11432 US",,,
589,ALACHI MASALA INDIAN RESTAURANT,2128740737,589.0,,2.0,4.0,"488 AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
590,ALADDIN,7187842554,590.0,,,4.2,"2906 36 AVENUE, QUEENS, NY, 11106 US",,,
591,ALADDIN HOOKAH LOUNGE & BAR INC,7188802692,591.0,,,4.3,"10908 LIBERTY AVE, QUEENS, NY, 11419 US",,,
592,ALAMEDA,6122091132,592.0,,1.0,4.8,"195 FRANKLIN STREET, BROOKLYN, NY, 11222 US",,,
593,ALAMO DRAFTHOUSE CINEMA,7185132547,593.0,,,4.6,"445 GOLD ST, BROOKLYN, NY, 11201 US",,,
594,ALBA BAR CAFE,9147603976,594.0,,,,"2460 WILLIAMSBRIDGE RD, BRONX, NY, 10469 US",,,
595,ALBA PIZZA,7182911620,595.0,,1.0,2.3,"13765 QUEENS BOULEVARD, QUEENS, NY, 11435 US",,,
596,ALBA'S PIZZA,7189325924,596.0,,2.0,4.2,"3620 DITMARS BOULEVARD, QUEENS, NY, 11105 US",,,
597,ALBATROSS BAR,7182049707,597.0,,,4.4,"3619 24TH AVE, QUEENS, NY, 11103 US",,,
598,ALBERO,9177768394,598.0,,,4.4,"667 CLASSON AVE, BROOKLYN, NY, 11238 US",,,
599,ALBERT'S COFFEE SHOP,7183286500,599.0,,,4.6,"405 HUNTS POINT AVE, BRONX, NY, 10474 US",,,
600,ALBERTA MEXICAN CUSINE,7188990330,600.0,,,,"3781 103RD ST, QUEENS, NY, 11368 US",,,
601,ALBERTO'S,7182687860,601.0,,,,"9831 METROPOLITAN AVE, QUEENS, NY, 11375 US",,,
602,ALBION,9174005280,602.0,,,4.6,"575 2ND AVE, MANHATTAN, NY, 10016 US",,,
603,ALCALA RESTAURANT,2123701866,603.0,,3.0,4.4,"246 EAST   44 STREET, MANHATTAN, NY, 10017 US",,,
604,ALCHEMY,7186364385,604.0,,2.0,4.0,"56 5 AVENUE, BROOKLYN, NY, 11217 US",,,
605,ALDEA RESTAURANT,2126757223,605.0,,3.0,4.0,"31 WEST   17 STREET, MANHATTAN, NY, 10011 US",,,
606,ALDO'S II PIZZA AND RESTAURANT,7188486895,606.0,,1.0,3.9,"13703 CROSS BAY BOULEVARD, QUEENS, NY, 11417 US",,,
607,ALE HOUSE CITY ISLAND,7188851813,607.0,,,,"288 CITY ISLAND AVENUE, BRONX, NY, 10464 US",,,
608,ALEEF CAFE,2125642723,608.0,,1.0,4.7,"333 W 39TH ST, MANHATTAN, NY, 10018 US",,,
609,ALEGRE DESPERTAR 43,3478138834,609.0,,,,"3206 43RD ST, QUEENS, NY, 11103 US",,,
610,ALEGRIA SCRATCH KITCHEN,3478229500,610.0,,,5.0,"483 GRAND ST, BROOKLYN, NY, 11211 US",,,
611,ALEMBI CAFE,7187776544,611.0,,,3.6,"2363 STEINWAY STREET, QUEENS, NY, 11105 US",,,
612,ALEO,2126918136,612.0,,2.0,4.0,"7 WEST   20 STREET, MANHATTAN, NY, 10011 US",,,
613,ALEWIFE,7189377494,613.0,,2.0,4.4,"514 51 AVENUE, QUEENS, NY, 11101 US",,,
614,ALEX CAFE & DELI,2127449666,614.0,,2.0,3.8,"1018 LEXINGTON AVENUE, MANHATTAN, NY, 10021 US",,,
615,ALEX LUNCHEONETTE,7184179465,615.0,,,4.7,"685 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11221 US",,,
616,ALEX PIZZA & DELI,7187797200,616.0,,,4.4,"7020 35TH AVE, QUEENS, NY, 11372 US",,,
617,ALEX TACOS,9178916910,617.0,,,4.0,"744 E. TREMONT AVE, BRONX, NY, 10457 US",,,
618,ALEX'S KITCHEN,3475241096,618.0,,,3.7,"170 SOUTH AVENUE, STATEN ISLAND, NY, 10303 US",,,
619,ALEXANDRA,2122553838,619.0,,2.0,3.7,"455 HUDSON STREET, MANHATTAN, NY, 10014 US",,,
620,ALEXANDRA PIZZA,3472700311,620.0,,,4.5,"689 E 187TH ST, BRONX, NY, 10458 US",,,
621,ALEXANDRINA,7188363000,621.0,,,,"6917 5TH AVE, BROOKLYN, NY, 11209 US",,,
622,ALEXIS CARIBBEAN CUISINE,3473034936,622.0,,,,"16210 JAMAICA AVE, QUEENS, NY, 11432 US",,,
623,ALFIE'S,2127572390,623.0,,2.0,4.3,"800 9 AVENUE, MANHATTAN, NY, 10019 US",,,
624,ALFIE'S PIZZA AND PASTA,7188498701,624.0,,1.0,4.6,"8608 117TH ST, QUEENS, NY, 11418 US",,,
625,ALFIE'S PLACE,7188228672,625.0,,,,"3037 E 177TH ST, BRONX, NY, 10465 US",,,
626,ALFONSO'S BAR,7184581068,626.0,,,3.9,"7515 BROADWAY, QUEENS, NY, 11373 US",,,
627,ALFONSO'S PASTRY SHOPPE,7182738802,627.0,,,4.0,"1899 VICTORY BOULEVARD, STATEN ISLAND, NY, 10314 US",,,
628,ALFREDO 100,8608407947,628.0,,2.0,3.6,"7 E 54TH ST, MANHATTAN, NY, 10022 US",,,
629,ALFREDO'S PIZZA,7185390097,629.0,,,4.1,"16301 29TH AVE, QUEENS, NY, 11358 US",,,
630,ALGONQUIN HOTEL,2128406800,630.0,,,4.2,"59 WEST   44 STREET, MANHATTAN, NY, 10036 US",,,
631,ALI BABA,7184637900,631.0,,2.0,3.4,"18310 HORACE HARDING EXPY, QUEENS, NY, 11365 US",,,
632,ALI BABA HOOKAH LOUNGE,347_255_66,632.0,,,4.6,"4561 AMBOY RD, STATEN ISLAND, NY, 10312 US",,,
633,ALI BABA'S TERRACE,2128888622,633.0,,2.0,3.7,"862 2 AVENUE, MANHATTAN, NY, 10017 US",,,
634,ALI'S RESTAURANT,7183662002,634.0,,,4.6,"280 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11237 US",,,
635,ALI'S ROTI SHOP,7186552178,635.0,,1.0,4.1,"4220 WHITE PLAINS ROAD, BRONX, NY, 10466 US",,,
636,ALI'S TRINIDAD ROTI SHOP,7187830316,636.0,,2.0,4.5,"1267 FULTON STREET, BROOKLYN, NY, 11216 US",,,
637,ALIADA,7189322240,637.0,,2.0,4.2,"2919 BROADWAY, QUEENS, NY, 11106 US",,,
638,ALIBABA,2127876008,638.0,,,,"515 AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
639,ALIBABA ENTERTAINMENT,3476421321,639.0,,,,"4232 162ND ST, QUEENS, NY, 11358 US",,,
640,ALIBABA GRILL,7188168126,640.0,,,3.8,"774 PORT RICHMOND AVENUE, STATEN ISLAND, NY, 10302 US",,,
641,ALIBI CLUB,7742705143,641.0,,,4.2,"242 DEKALB AVENUE, BROOKLYN, NY, 11205 US",,,
642,ALIBI LOUNGE,6462023053,642.0,,,4.4,"2376 A C POWELL BLVD, MANHATTAN, NY, 10030 US",,,
643,ALICE'S ARBOR,7183993003,643.0,,2.0,4.1,"549 CLASSON AVENUE, BROOKLYN, NY, 11238 US",,,
644,ALICE'S MARKET,7186180153,644.0,,,,"1081 FULTON ST, BROOKLYN, NY, 11238 US",,,
645,ALICE'S PALACE,7182775023,645.0,,,3.0,"3148 FULTON STREET, BROOKLYN, NY, 11208 US",,,
646,ALICE'S TEA CUP,2127993006,646.0,,2.0,4.1,"102 WEST   73 STREET, MANHATTAN, NY, 10023 US",,,
647,ALICES,7183763125,647.0,,,4.4,"434 AVENUE U, BROOKLYN, NY, 11223 US",,,
648,ALICES TEA CUP CHAPTER 2,2124869200,648.0,,2.0,4.3,"156 EAST   64 STREET, MANHATTAN, NY, 10065 US",,,
649,ALIDORO,6466924330,649.0,,1.0,4.5,"18 E 39TH ST, MANHATTAN, NY, 10016 US",,,
650,ALIMENTOS SALUDABLES - MEXICAN GRILL,7184921660,650.0,,,3.8,"5919 4 AVENUE, BROOKLYN, NY, 11220 US",,,
651,ALIN SUSHI II,6469227282,651.0,,,3.8,"55-59 CHRYSTIE STREET, MANHATTAN, NY, 10002 US",,,
652,ALIOTTA BAKE SHOP,7182524888,652.0,,,4.7,"4522 AVENUE N, BROOKLYN, NY, 11234 US",,,
653,ALIOTTA'S PIZZA,3475821016,653.0,,,5.0,"6833 AMBOY RD, STATEN ISLAND, NY, 10309 US",,,
654,ALITALIA MICHELANGELO LOUNGE,7187097315,654.0,,,,"NKA JFK INTL AIRPORT, QUEENS, NY, 11430 US",,,
655,ALITALIA PIZZA RESTAURANT,7185975250,655.0,,,3.5,"1138 EAST TREMONT AVENUE, BRONX, NY, 10460 US",,,
656,ALITON'S PIZZA & DELI,7189431484,656.0,,,,"7318 NORTHERN BOULEVARD, QUEENS, NY, 11372 US",,,
